겁원,348403,10,0.2430967991316796
숑역,331935,60,0.24304747734841015
텁임,348817,10,0.24301703294902932
첸생,340936,30,0.24297951854323085
긴펌,351634,10,0.24295700571854673
역썽,339390,32,0.24295602345426803
상콥,333094,53,0.24293354861126049
진억,339177,33,0.24289560085488104
일첩,349915,10,0.2428900980999399
컹교,352368,10,0.2428874311730883
애첨,344004,19,0.24287269999495065
정켤,344681,17,0.24286158915332845
객겹,334838,45,0.24285967439947886
핀성,352098,10,0.24285596456859948
홍왐,332595,55,0.24285284574468324
진엽,348347,10,0.2428112682541329
탠청,345947,13,0.24280122953303895
척펠,337691,35,0.2427526941947573
강녀,341812,27,0.24270016318001675
각열,349161,10,0.24267074673218958
싱섬,352005,10,0.2426451342755681
저섬,337543,36,0.24255556156192593
게청,332696,55,0.24254913509620746
척픈,350530,10,0.2425403935790147
왕인,334675,45,0.24252785754776685
한억,350561,10,0.24252655143424218
안교,347756,10,0.24250457757933264
엉헌,351338,10,0.2424871658926091
겅앵,345906,13,0.24248357078810834
축요,336984,38,0.24248139448808104
엉셩,346258,12,0.24243698006677483
셕응,336151,40,0.2424269834907934
잉푼,351799,10,0.24242387723254744
억설,343062,22,0.24239394969375117
텅판,335977,41,0.24236152500117147
색년,349168,10,0.2423242113328593
천겅,350154,10,0.24228803132290655
겨압,349748,10,0.24227897004081933
쳔펀,331387,61,0.2422578847074578
은텅,339091,33,0.24224211897060577
텅픈,346004,13,0.24221370481243654
텅숨,350169,10,0.24220893286607093
견퉁,350274,10,0.24220695467487974
천교,349127,10,0.24216789300076957
밀석,335510,43,0.24213158954562397
턱갱,333086,53,0.24209889398853845
경습,339212,33,0.24207356580380635
정유,345693,14,0.24200904669743406
건압,352792,10,0.2419996199228629
졍올,350616,10,0.2419825637591807
턱안,331532,61,0.2419598849070812
엄인,340716,30,0.24195351740108495
면털,350578,10,0.24195236559749445
옹새,352065,10,0.24194121776499056
송운,348014,10,0.24194017539808388
셩욤,343930,20,0.24192500990119203
건헉,346263,12,0.2419034571600509
질영,351387,10,0.24190200227011616
식섬,348347,10,0.24189516374090914
텅옴,344553,18,0.24186971961950654
컹산,337730,35,0.24185229788225726
창건,351667,10,0.24182754891914526
전겸,337011,38,0.24181819301263507
치견,346992,11,0.2418112165857106
통역,338249,35,0.24178616927474628
톡성,348750,10,0.2417843824444592
턱숑,346560,12,0.24177163061132956
깅전,345664,14,0.24169164049415848
색원,348093,10,0.24168287872090566
승엠,332359,57,0.24167529261350407
일솝,339296,33,0.2416564805052709
턴엉,339310,33,0.2416420621620855
콤성,347352,11,0.2415930353489637
연팜,332015,60,0.24154765595863592
임척,348917,10,0.2415412797777018
숭임,352791,10,0.24153630507388457
헹엉,338853,34,0.2414792688177433
턴황,333949,49,0.24146825306974007
징엠,350499,10,0.2414384476612088
인령,346582,12,0.2414253808476695
셜연,347094,11,0.24142154423415452
평썽,340025,31,0.24142130603784318
여앵,335164,43,0.24141634722495564
턴팽,336882,38,0.24137891117555588
헝뇨,350553,10,0.24136963698375846
격사,342425,25,0.24136243770202526
송삽,348342,10,0.24135944221937033
글억,342646,24,0.24135369146846786
렉성,348908,10,0.2413526082184161
겔용,341623,28,0.2413229852190324
영솽,350231,10,0.24131868853177219
이컵,349064,10,0.24131093868574893
섹겅,346935,11,0.2412950275621788
청늠,348885,10,0.24129284630948522
젱편,345333,15,0.24128390354283946
세펑,345761,14,0.24127799375299597
솽은,334355,47,0.24127271226494373
강년,350406,10,0.24126767429628038
겅름,335778,42,0.24121031239761392
평천,347185,11,0.2412081533980467
겨덤,347743,10,0.24120011497072003
걸팍,343121,22,0.2411952302777276
툭임,350667,10,0.2411824064696102
곡왕,349522,10,0.2411674853669682
왕청,352560,10,0.24115380296525535
졍익,346890,11,0.24114431930038605
쳉텅,342453,25,0.24114417542663913
견털,330687,61,0.2411283691349856
겨점,340497,31,0.24109175660010485
영녁,347114,11,0.24108294414740228
촹일,348001,10,0.24106895576540188
첨긴,335039,44,0.24106835973185015
숑녕,337599,36,0.2410641075530725
객교,348473,10,0.24106387412214458
겐접,345633,14,0.2410628020707659
임펍,337006,38,0.2410596765358215
곤텁,347581,10,0.24102450464615266
청닉,335540,42,0.24102258773054341
겅술,336864,38,0.2409872652236028
섹겹,336106,41,0.24093997512860532
셩솝,349783,10,0.2409386269502708
텅슨,337161,37,0.2409274228228796
착천,352027,10,0.2409230281819762
젝펌,351549,10,0.2408951696594699
칭윽,350761,10,0.2408860772824608
길벙,352412,10,0.24087613565056687
겸엔,333583,50,0.2408693317185786
억권,350513,10,0.24086799508220547
건얼,342864,23,0.2408636345991798
강엘,350115,10,0.24085264145772922
칙텡,333964,49,0.2408079464946744
건툴,340918,30,0.24080646939415384
국여,351589,10,0.24080507112616956
기럼,333603,50,0.24078975934362012
텅겅,348316,10,0.24077041344540562
열척,343415,21,0.24074949473402385
임숭,336110,41,0.24073737681161522
컹섭,348291,10,0.24071763753200826
렁냉,341430,28,0.24071742678126617
견잉,330854,61,0.24071277832456484
쳐컹,338796,34,0.2407051605005185
영핵,342735,23,0.24068970993591232
톤억,332395,57,0.24066825051179297
황첨,335593,42,0.2406594679393852
펭년,339907,31,0.2406481169537461
굴교,348740,10,0.2405947347202107
킹접,350248,10,0.2405934035520405
견악,350520,10,0.2405825013276004
관형,347559,10,0.24056978593238942
걱능,331784,60,0.2405560850265135
친요,337769,35,0.2405477726245493
여핑,332445,56,0.24050706252981457
얼액,352026,10,0.2404976521198493
첸셩,348918,10,0.24049085092272815
엑압,343120,22,0.24046478989864473
성굔,341837,27,0.24046474097335735
튼교,352797,10,0.2404500157624203
송헉,352414,10,0.24035157970482646
설킹,332943,53,0.24034749541997036
싱적,333917,49,0.2403384378623521
션점,332156,59,0.24032857756480763
션점,332156,59,0.24032857756480763
균청,333777,50,0.24031613486927061
혹선,337963,35,0.24031217015240636
겡임,332960,53,0.2403012076299419
언겸,338984,33,0.24029560748578616
침역,350832,10,0.2402890609840872
공읍,336645,39,0.2402841444903029
열송,337993,35,0.24027672219623897
징욘,351576,10,0.24025373247193893
휵텅,349452,10,0.2402470776395792
져건,335262,43,0.2402012650472396
섹교,344044,19,0.24019021913900762
영터,347313,11,0.2401494463170678
형옹,342627,24,0.24011357113889087
칭욕,349372,10,0.2401129632556529
셔핑,342635,24,0.24006785450101564
퓬청,340407,31,0.24005454977614382
턱헉,351206,10,0.24003550852383304
항션,331426,61,0.24000659288023352
영퓨,349974,10,0.23999917957236705
일팽,337683,35,0.23999881776365617
켱털,347633,10,0.23999497962253002
헉온,344254,19,0.23997430771229422
칭팍,351847,10,0.23988221623678874
청셀,341389,29,0.23982159803076764
갠턱,348593,10,0.23980586728619513
액엥,350775,10,0.2398021907050295
멍썩,343935,20,0.239792521583581
통열,347464,11,0.23978074912567005
착여,351394,10,0.23978002465513693
첸썽,336367,40,0.23977977130535633
광편,348615,10,0.23976790951919502
미턴,347073,11,0.23976179741173687
겅츱,345062,16,0.2397570518013814
괄옹,331593,61,0.23972718092193346
엥겅,335706,42,0.23972499878411502
항검,351387,10,0.23972212742174026
겅맘,334840,45,0.23970345579899632
갱털,350175,10,0.23970271323553805
쳔잉,350085,10,0.23968997160238126
상털,352427,10,0.2396831517008886
밍액,339127,33,0.2396786763475628
정융,349767,10,0.2396611285665644
충석,336397,40,0.23965488821233105
승옴,348344,10,0.23965359652941443
겅혈,332910,54,0.23963260492253313
셩름,330660,61,0.23962170393661741
렁견,342410,25,0.2396049063288609
쳉색,341164,30,0.23958801476714653
갱욤,348541,10,0.2395831676559781
민텀,347780,10,0.2395821884200907
청밈,346967,11,0.23956312030332816
춘요,352051,10,0.23953994987194638
엥삼,347975,10,0.23952271127740266
청변,348986,10,0.23951879261475284
흉섬,352766,10,0.23949477491278492
선걱,331431,61,0.23947671404146698
요헉,352989,10,0.23946114096880833
먼셤,344550,18,0.2394415379094681
역챙,350389,10,0.23942246700353376
셍썹,352857,10,0.2393764269020502
육걸,351544,10,0.23936866904826648
텅숭,349632,10,0.2393533847230419
착슨,349843,10,0.23934808598851887
턱일,337002,38,0.23934636362077455
밍욘,340856,30,0.23933766583918237
결암,350094,10,0.23929270937376546
앙졍,333279,52,0.23928207853699401
곡겅,346453,12,0.2392743402251838
겅환,351661,10,0.23927369183567093
폰교,352346,10,0.23926160876015234
새원,339837,31,0.23925829333260118
첵텬,340218,31,0.23924250847943063
헉쳔,352929,10,0.23923874245900856
팡션,336233,40,0.23921239716024445
친엡,333004,53,0.2392024876905623
슨텀,341283,29,0.23919142581354436
져걱,331786,60,0.2391497291617335
민갱,331855,60,0.2391440576596755
역겐,341482,28,0.23913103633871458
챙삼,351011,10,0.23912732228917477
손섭,341929,26,0.23912454694809726
궐염,345712,14,0.2391202458726185
턱당,349602,10,0.23911693512647503
속텅,334385,46,0.2391124694293958
경병,336373,40,0.23911048191274542
럭송,349659,10,0.2390876138952831
각왕,352166,10,0.23908014265406907
암완,349930,10,0.23907875814169066
셩한,349944,10,0.2390653911760965
겅넨,330894,61,0.2390604777090939
천걸,348119,10,0.23902423507670711
탕컴,339286,33,0.23899994708544536
가텀,333114,52,0.2389637789143585
셕공,342094,26,0.23895968601769235
첵산,343162,22,0.238952759984846
퓽연,331667,60,0.23890551325044085
셍천,336423,40,0.23890130568901335
찬셥,348773,10,0.23888469095352538
역셤,336307,40,0.23886813257606498
황심,331806,60,0.23886359392049594
갱용,351387,10,0.238856126985449
거청,330636,61,0.23885147634918968
기섬,347100,11,0.23881983473292512
텅앵,334557,46,0.23881960011858339
겨던,352736,10,0.23880280134137677
천넹,347208,11,0.23880140032584118
밍편,331134,61,0.23878733088653226
걱군,351908,10,0.23875713315965752
락연,338960,33,0.23871252984040525
랑왕,350510,10,0.23870650592661136
셍셥,335515,42,0.23870373099819953
깅펜,336525,40,0.2387034266563729
광뇨,334014,48,0.23868928148860213
먼잉,351728,10,0.2386678776692751
격셀,345875,13,0.2386667742841646
겡천,341554,28,0.23863676769355335
공텀,340524,31,0.23861497023897094
갱녈,352970,10,0.2386119487207028
곤앙,330664,61,0.23860806978403415
슨녕,336971,38,0.2385979927063887
앙용,352482,10,0.2385875176724399
알권,348463,10,0.23857827461664227
테엉,350876,10,0.238565975429605
흉역,352963,10,0.23855801186387304
착잉,348981,10,0.2385561585393815
텅샘,342692,24,0.23855090516713673
영콱,341432,28,0.23853882306103635
경픽,349965,10,0.23853775838166236
칙컴,350355,10,0.2385334740759658
삼완,332160,59,0.23849002914962247
인선,334938,44,0.2384863096255586
긱텀,340414,31,0.23847543623797818
편벅,349542,10,0.23847460858311065
직억,341625,28,0.23846815342790273
얼켱,349317,10,0.23836950896166254
기펍,342621,24,0.23836637877283773
핑안,349056,10,0.23835664388107725
혼적,349447,10,0.23834229631307569
창견,334404,46,0.23833447511040418
격음,348209,10,0.23833248660899864
틸영,332833,54,0.23831802701713778
명객,348565,10,0.23831523460564663
렁욤,350617,10,0.23830516094939724
텀엥,350030,10,0.2382881182519827
총건,348683,10,0.23827512358965697
통헝,342875,23,0.23825881111391323
톨언,331818,60,0.2382545350655283
촐상,352389,10,0.23825243400458906
청걱,344893,16,0.2382374825470328
긱압,336749,39,0.23823055681166605
젼앵,350325,10,0.23821992354837407
혼턱,351201,10,0.23821401326878233
잉펜,336490,40,0.23820513947155952
칠견,351879,10,0.23819055675452683
색걱,351263,10,0.23817959755653262
탕편,349794,10,0.23816408070405704
처앵,332427,56,0.2381617931843767
익번,336758,39,0.2381499526874169
산행,331745,60,0.23813828820758776
겅캥,350374,10,0.23809924005452743
척통,351521,10,0.23808595832137525
첸셔,333700,50,0.23806510584823237
열깅,331958,60,0.23804588789838255
졍한,350065,10,0.2380413569680332
평픔,351354,10,0.23802165986442614
헝숌,352616,10,0.2379954102725349
억신,352920,10,0.2379552707197874
여작,333084,53,0.23793511748813745
솝연,351131,10,0.23791831034525013
몰연,344385,18,0.23790692287630222
처핀,350102,10,0.23788449590809035
겐용,337972,35,0.23788351707443112
게효,351099,10,0.2378810648395564
밈연,341418,29,0.23787669374830145
텬앙,346966,11,0.23787210331298436
객석,351864,10,0.2378625741339495
억닌,339246,33,0.2378551987681352
착걸,351763,10,0.23785126475867457
척슴,352708,10,0.23783892928366224
컨펌,333018,53,0.2378220253246206
서컹,348827,10,0.23780663390130963
켜생,333788,50,0.2377973853592037
텀은,344166,19,0.2377708253415789
건탠,333092,53,0.23775215493065682
졀인,339877,31,0.23775053233474863
쿄엉,351611,10,0.23773967667608853
경탈,352332,10,0.2377290241523251
인컹,350247,10,0.2376866872787411
안숭,352438,10,0.23767142578960576
겡암,331480,61,0.23763882876920284
컬잉,350448,10,0.23763439902164452
형틈,332748,55,0.23757976093519306
정썸,349494,10,0.23754719309967331
쳔군,339586,32,0.23750424947427828
영칵,352615,10,0.23750416018097353
첵샌,338135,35,0.23749266455695783
결옴,335653,42,0.2374909280733516
첸병,350950,10,0.23748140520708994
여악,349143,10,0.23748027419881912
철욤,348811,10,0.23747078096525465
툐엉,351306,10,0.23746081688828313
골강,349634,10,0.23744611996361265
간열,341423,28,0.237436542650603
옹념,333677,50,0.23743313699010504
텅윤,343962,20,0.2374211036035756
컹핑,350993,10,0.23739933670151814
잉준,341605,28,0.23739104080929985
론겅,350256,10,0.23737546741705084
컬탕,337219,37,0.23737237582965132
슐걱,340145,31,0.23736907314273592
첸견,343059,22,0.23732615948112645
임역,346528,12,0.2372979035123467
거병,335531,42,0.2372960406183755
깅벅,347979,10,0.23728883809608747
석층,346340,12,0.23728847156600374
겅창,343954,20,0.2372806416333798
헨턱,350974,10,0.23727684514848302
한액,351565,10,0.2372673122579536
텬공,332132,59,0.23725773731423305
텬공,332132,59,0.23725773731423305
징편,351509,10,0.23724511221367028
엉셀,349495,10,0.23724060205025888
헉신,352250,10,0.23720586668814803
청돈,331124,61,0.2371907471315452
겜셩,348569,10,0.23719059501843698
훤성,348729,10,0.23718225336069132
첸년,344794,17,0.237180093317094
겔뇨,343052,22,0.23716651029602154
건녈,340522,31,0.2371475489824615
처원,344674,17,0.23714721951827522
척샐,338492,35,0.23709733378906528
과옴,345517,15,0.23709002211070773
현셩,339260,33,0.23707166302510174
엉궉,351683,10,0.23707062314020932
엉곤,342693,24,0.23706361641801754
헝김,349654,10,0.2370596286568576
과경,352042,10,0.23705941282886134
이펀,333056,53,0.2370507204407677
엉솰,337431,36,0.237042025319806
소벙,334992,44,0.23699979020351936
긴팡,340348,31,0.23699581297464145
텅캠,331435,61,0.23699305764811884
청켠,333068,53,0.23698949849150064
엥여,352072,10,0.23697413087894714
견각,340101,31,0.2369601424445168
경집,350976,10,0.23691562972583569
갈셔,335000,44,0.23690422726812943
션송,331742,60,0.23689079430214022
일탱,350561,10,0.2368813060527093
게겹,337544,36,0.23686837581720022
택임,348129,10,0.23686220055038332
렉텅,349303,10,0.23685861159149002
천은,347870,10,0.2368391372224884
각털,347303,11,0.23682491810691741
와교,350295,10,0.23681284503806843
앙셜,352355,10,0.23679758240097926
학공,346445,12,0.2367967705519992
영솬,331857,60,0.2367928397307536
걸사,351567,10,0.2367813253552572
견팍,343825,20,0.23673853361237795
팅암,350080,10,0.23673692716020267
혹텀,335531,42,0.23670658330651795
갱쇼,351755,10,0.23669807215251903
세생,349814,10,0.23668027506139977
롱열,349164,10,0.23667560090609197
형셕,333863,49,0.2366410892788956
쳉첨,350871,10,0.23662223264282833
힌천,333762,50,0.2366134887489557
평썸,333725,50,0.23660080148575646
청혁,351090,10,0.23658717129169815
올역,349466,10,0.2365674214940302
힉석,335849,41,0.23655427437412158
건앱,332821,54,0.2365206436700118
상캠,343359,21,0.2365119321262924
억톤,349376,10,0.23646877469388494
셍욕,349844,10,0.2364287863219532
질섬,331547,61,0.23641886544524637
슝성,351117,10,0.2364147860366942
렉선,339734,32,0.23641201567670755
챙척,351450,10,0.2364047435150105
영썩,350000,10,0.23640101628662613
승알,343517,21,0.2363950577212771
친옹,351576,10,0.2363836150124352
현팀,348985,10,0.23637893081127115
역슴,346711,11,0.23637062457393065
융넝,344869,16,0.236358340707033
헹옴,350705,10,0.23635611169020643
펙견,343589,21,0.23635151571875457
킹은,332204,58,0.23634601462663807
엥핀,352186,10,0.2363392498436837
젱적,348571,10,0.23633438259030237
어역,335186,43,0.23631176266013398
켤송,348681,10,0.23631050489425254
켱앵,350050,10,0.23630228682496768
숑옥,333705,50,0.23625402224381864
식형,331382,61,0.23623669838805372
정긴,333338,52,0.2362323096923059
솔컹,342766,23,0.23622063494238077
뭘영,346425,12,0.23621864532347692
오텁,338324,35,0.2361980077909317
쿄상,352561,10,0.23619007537301817
요전,343720,20,0.23618722333866604
티적,348664,10,0.23616126279266503
쇼석,352452,10,0.2361470691287324
서송,348653,10,0.23614006470797966
거생,349137,10,0.23614003044207932
민생,347042,11,0.2361357832994957
젼잉,346609,12,0.2361243416498363
격년,338029,35,0.2361115267156737
근언,347402,11,0.23609984302635556
억쳉,331971,60,0.2360935650576773
색역,348389,10,0.23609140266960893
굔얼,337097,37,0.23608111814221244
격윤,344805,17,0.23608075584817578
지은,341373,29,0.23606254110831137
칭젼,351290,10,0.23603181810770102
잉팔,344413,18,0.23599628906464631
졍녈,333632,50,0.23598682244698677
쳐액,331677,60,0.23597968872463704
얼핌,334968,44,0.23596431991867095
친굔,348905,10,0.2359542844653647
청참,351302,10,0.23594846159231542
괌인,331392,61,0.2359363438433716
금앙,333591,50,0.2359230856618666
홍썹,342811,23,0.2359200350762739
살액,339385,32,0.23591559825941688
걸첨,333313,52,0.23589644438383783
챈엥,351899,10,0.23588777300406027
즌교,341175,30,0.23586608706630652
산섬,350749,10,0.23585159484087814
칙샘,348013,10,0.23584800656989924
솔엥,351101,10,0.23583794362736654
쳔덕,331142,61,0.2358238427315107
